16549841000119104	Needle biopsy of right kidney using computed tomography guidance (procedure)	DT-vägledd nålbiopsi från höger njure
16549791000119102	Needle biopsy of left kidney using computed tomography guidance (procedure)	DT-vägledd nålbiopsi från vänster njure
16549641000119100	Percutaneous biopsy of left lung using computed tomography guidance (procedure)	DT-vägledd perkutan biopsi från vänster lunga
16549591000119109	Percutaneous biopsy of right lung using computed tomography guidance (procedure)	DT-vägledd perkutan biopsi från höger lunga
16549441000119102	Radionuclide scan of cerebrospinal fluid flow of brain using indium 111 (procedure)	skintigrafi av cerebrospinalvätskeflöde i hjärnan med ^111^In
16549351000119106	Therapeutic injection of left wrist using fluoroscopic guidance (procedure)	terapeutisk injektion i vänster handled under röntgengenomlysning
16549301000119107	Therapeutic injection of right wrist using fluoroscopic guidance (procedure)	terapeutisk injektion i höger handled under röntgengenomlysning
16549151000119108	Therapeutic injection of right knee using fluoroscopic guidance (procedure)	terapeutisk injektion i höger knä under röntgengenomlysning
16549001000119105	Therapeutic injection of right hip using fluoroscopic guidance (procedure)	terapeutisk injektion i höger höft under röntgengenomlysning
16548951000119100	Single photon emission computed tomography of brain (procedure)	SPECT av hjärnan
16548901000119104	Single photon emission computed tomography of kidney (procedure)	SPECT av njure
16548241000119107	Radionuclide scan of whole body using octreotide for localization of neoplasm (procedure)	helkroppsskintigrafi med oktreotid för lokalisering av tumör
16548181000119109	Radionuclide scan of whole body using gallium for localization of neoplasm (procedure)	helkroppsskintigrafi med gallium för lokalisering av tumör
16548031000119107	Radionuclide scan of whole body using technetium sestamibi for localization of neoplasm (procedure)	helkroppsskintigrafi med teknetiumsestamibi för lokalisering av tumör
16547921000119107	Needle aspiration of cyst of right kidney using computed tomography guidance (procedure)	DT-vägledd nålaspiration från cysta i höger njure
16547871000119103	Needle aspiration of cyst of left kidney using computed tomography guidance (procedure)	DT-vägledd nålaspiration från cysta i vänster njure
16547791000119107	Needle biopsy of mass of retroperitoneum using computed tomography guidance (procedure)	DT-vägledd nålbiopsi från retroperitoneal resistens
16547731000119108	Diagnostic lumbar puncture using fluoroscopic guidance (procedure)	diagnostisk lumbalpunktion under röntgenomgenomlysning
16546531000119101	Plain x-ray of bone age (procedure)	slätröntgen för bestämning av skelettålder
16545811000119100	Positron emission tomography myocardial metabolism study (procedure)	PET-undersökning av myokardiets metabolism
16545381000119101	Single photon emission computed tomography of myocardial perfusion with computed tomography (procedure)	SPECT av myokardperfusion med datortomografi
16545191000119100	Radionuclide myocardial perfusion stress study (procedure)	isotopundersökning av myokardperfusionen under belastning
16534511000119102	Single photon emission computed tomography of bones of whole body (procedure)	SPECT av hela skelettet
16534461000119100	Radionuclide scan of lymphatics and lymph nodes of breast (procedure)	skintigrafi av lymfkärl och lymfknutor i bröst
16534311000119107	Radionuclide scan of bone marrow of whole body (procedure)	helkroppsskintigrafi av benmärgen
16534261000119101	Radionuclide scan of sentinel lymph node of breast (procedure)	skintigrafi av portvaktslymfknuta i bröst
16534201000119102	Radionuclide esophageal motility study (procedure)	isotopundersökning av esofagusmotilitet
16534151000119105	Single photon emission computed tomography with computed tomography of liver (procedure)	SPECT med datortomografi av levern
16534101000119106	Single photon emission computed tomography with computed tomography of liver using technetium Tc^99m^ sulfur colloid (procedure)	SPECT med datortomografi av levern med teknetium(^99m^Tc)svavelkolloid
16523971000119102	Needle puncture and aspiration of abscess of abdomen using computed tomography guidance (procedure)	DT-vägledd nålpunktion och aspiration från abscess i buken
16523911000119105	Needle puncture and aspiration of abscess of neck using computed tomography guidance (procedure)	DT-vägledd nålpunktion och aspiration från abscess på halsen
16523851000119103	Needle puncture and aspiration of abscess of rectum using computed tomography guidance (procedure)	DT-vägledd nålpunktion och aspiration från abscess i rektum
16522741000119100	Plain x-ray for bone length measurement (procedure)	slätröntgen för mätning av skelettbenslängd
16522691000119102	Computed tomography for bone length measurement (procedure)	datortomografi för mätning av skelettbenslängd
16520921000119109	Percutaneous needle biopsy of muscle using fluoroscopic guidance (procedure)	perkutan nålbiopsi från muskel under röntgengenomlysning
16520881000119102	Fluoroscopic arteriography of bilateral internal mammary arteries (procedure)	arteriografi av inre mammarartär bilateralt under röntgengenomlysning
16520741000119101	Needle biopsy of salivary gland using computed tomography guidance (procedure)	DT-vägledd nålbiopsi från spottkörtel
16520681000119101	Injection of thrombin into pseudoaneurysm of extremity using fluoroscopic guidance (procedure)	injektion av trombin i pseudoaneurysm i extremitet under röntgengenomlysning
16464851000119104	Fluoroscopic angiography of arteriovenous shunt (procedure)	angiografi av arteriovenös shunt under röntgengenomlysning
16464181000119103	Fluoroscopic arteriography of bilateral extremities (procedure)	bilateral angiografi av extremitet
16462121000119108	Computed tomography angiography of thorax and abdomen and pelvis with contrast (procedure)	DT-angiografi av torax, buk och bäcken med kontrast
16460411000119108	Ultrasonography of surgical specimen (procedure)	ultraljudsundersökning av kirurgiskt prov
16460111000119102	Percutaneous needle biopsy of right kidney using ultrasonographic guidance (procedure)	ultraljudsvägledd perkutan nålbiopsi från höger njure
16460061000119103	Percutaneous needle biopsy of left kidney using ultrasonographic guidance (procedure)	ultraljudsvägledd perkutan nålbiopsi från vänster njure
16459631000119104	Fluoroscopic arteriography of left upper limb (procedure)	arteriografi av vänster arm under röntgengenomlysning
16457831000119107	Percutaneous injection of pseudoaneurysm of right limb using ultrasonographic guidance (procedure)	ultraljudsvägledd perkutan injektion i pseudoaneurysm i höger extremitet
16457791000119101	Percutaneous injection of pseudoaneurysm of left limb using ultrasonographic guidance (procedure)	ultraljudsvägledd perkutan injektion i pseudoaneurysm i vänster extremitet
16457501000119102	Computed tomography of abdomen and pelvis without contrast (procedure)	datortomografi av buk och bäcken utan kontrast
16456981000119100	Intraoperative fluoroscopic cholangiogram (procedure)	intraoperativt fluoroskopiskt kolangiogram
16452511000119101	Fluoroscopic arteriography of extremity (procedure)	areriografi av extremitet under röntgengenomlysning
16452251000119102	Percutaneous transcatheter embolization of intracranial vessel using radiologic guidance (procedure)	perkutan kateterburen embolisering av intrakraniellt kärl under röntgengenomlysning
16451621000119103	Needle biopsy of left kidney using ultrasonographic guidance (procedure)	ultraljudsvägledd nålbiopsi från vänster njure
16451571000119101	Needle biopsy of right kidney using ultrasonographic guidance (procedure)	ultraljudsvägledd nålbiopsi från höger njure
16446991000119104	Ultrasonography of soft tissue mass of limb (procedure)	ultraljudsundersökning av mjukdelsresistens i extremitet
16446591000119108	Ultrasonography of mass of soft tissue of neck (procedure)	ultraljudsundersökning av resistens i halsens mjukdelar
16446541000119100	Ultrasonography of soft tissue of head and neck (procedure)	ultraljudsundersökning av huvudets och halsens mjukdelar
16446481000119106	Percutaneous core needle biopsy of thyroid using ultrasonographic guidance (procedure)	ultraljudsvägledd perkutan grovnålbiopsi från sköldkörteln
16446101000119108	Ultrasonography of abdomen for ascites (procedure)	ultraljudsundersökning av buken avseende ascites
16444991000119109	Computed tomography of kidney-ureter-bladder without contrast (procedure)	datortomografi av njurar, uretärer och blåsa utan kontrast
16444861000119109	Transcervical recanalization of fallopian tube with catheter using fluoroscopic guidance (procedure)	transcervikal rekanalisering av äggledare med kateter under röntgengenomlysning
16443431000119101	Needle biopsy of salivary gland using ultrasonographic guidance (procedure)	ultraljudsvägledd nålbiopsi från spottkörtel
16443041000119100	Percutaneous needle biopsy of liver using ultrasonographic guidance (procedure)	ultraljudsvägledd perkutan nålbiopsi från levern
16442821000119108	Fluoroscopy of colon with water soluble contrast (procedure)	röntgengenomlysning av kolon med vattenlöslig kontrast
16441011000119103	Superficial fine needle aspiration using ultrasonographic guidance (procedure)	ultraljudsvägledd ytlig finnålsaspiration
16440971000119103	Deep fine needle aspiration biopsy using ultrasonographic guidance (procedure)	ultraljudsvägledd djup finnålsbiopsi
16440841000119101	B-scan ultrasound of tissue of head and neck (procedure)	ultraljudsundersökning av huvud och hals, B-skan
16440141000119108	Computed tomography of bilateral kidneys without contrast (procedure)	datortomografi av båda njurarna utan kontrast
16439801000119108	Computed tomography of heart with contrast for cardiac structure and morphology (procedure)	datortomografi av hjärtat med kontrast för undersökning av struktur och morfologi
16439481000119102	Magnetic resonance imaging for cardiac morphology and function without contrast (procedure)	magnetresonanstomografi av hjärtat för undersökning av morfologi och funktion utan kontrast
16439401000119105	Magnetic resonance imaging for cardiac velocity flow mapping (procedure)	magnetresonanstomografi av hjärtat för undersökning av hastighet med flödesmappning
16437891000119107	Removal of indwelling tunneled catheter with cuff from pleura using radiologic guidance (procedure)	avlägsnande av tunnelerad kvarliggande kateter med kuff från pleura
16437531000119105	Ultrasonography for qualitative deepest pocket amniotic fluid volume (procedure)	ultraljudsundersökning för kvalitativ bedömning av fostervattenvolym i den djupaste fickan
16437371000119102	Insertion of indwelling tunneled catheter with cuff by percutaneous approach using radiologic guidance (procedure)	inläggning av tunnelerad kvarliggande kateter med kuff via perkutan åtkomst under radiologisk vägledning
16436661000119104	Core needle biopsy of skin using ultrasonographic guidance (procedure)	ultraljudsvägledd grovnålsbiopsi från hud
16436161000119108	Ultrasonography of left popliteal fossa (procedure)	ultraljudsundersökning av vänster knäveck
16436111000119105	Ultrasonography of right popliteal fossa (procedure)	ultraljudsundersökning av höger knäveck
16435731000119106	Percutaneous needle biopsy of muscle using ultrasonographic guidance (procedure)	ultraljudsvägledd perkutan nålbiopsi från muskel
16433271000119101	Puncture and aspiration of skin using ultrasonographic guidance (procedure)	ultraljudsvägledd punktion och aspiration av hud
16433141000119100	Needle biopsy of superficial lymph node using ultrasonographic guidance (procedure)	ultraljudsvägledd nålbiopsi från ytlig lymfknuta
16433081000119109	Percutaneous needle biopsy of muscle of neck using ultrasonographic guidance (procedure)	ultraljudsvägledd perkutan nålbiopsi från halsmuskel
16431351000119104	Fluoroscopic venography of hepatic vein with hemodynamic evaluation (procedure)	flebografi av leverven med hemodynamisk bedömning under röntgengenomlysning
16430791000119103	Fluoroscopic venography of inferior vena cava with serialography (procedure)	flebografi av vena cava inferior med seriell radiografi under röntgengenomlysning
16430491000119106	Endoscopic retrograde cholangiopancreatography with insertion of catheter into pancreatic duct using fluoroscopic guidance (procedure)	endoskopisk retrograd kolangiopankreatikografi med inläggning av kateter i pankreasgång under röntgengenomlysning
16410391000119107	Fluoroscopic lumbosacral myelography (procedure)	lumbosakral myelografi under röntgengenomlysning
16410231000119101	Magnetic resonance imaging of cerebrospinal fluid flow without contrast (procedure)	magnetresonanstomografi av cerebrospinalvätskeflöde utan kontrast
16385501000119109	Computed tomography angiography of brain and neck artery (procedure)	DT-angiografi av hjärn- och halsartär
16384831000119100	Magnetic resonance imaging of cervicothoracic spine without contrast (procedure)	magnetresonanstomografi av cervikotorakala delen av ryggraden utan kontrast
16384631000119104	Computed tomography three dimensional reconstruction of bilateral lower limbs without contrast (procedure)	rekonstruktion av båda benen med tredimensionell datortomografi utan kontrast
16383281000119103	Magnetic resonance angiography of spine without contrast (procedure)	MR-angiografi av ryggraden utan kontrast
16383121000119106	Magnetic resonance angiography of brain and neck without contrast (procedure)	MR-angiografi av hjärna och hals utan kontrast
16342871000119103	Magnetic resonance imaging of clavicle without contrast (procedure)	magnetresonanstomografi av nyckelben utan kontrast
16342171000119105	Magnetic resonance imaging of pelvic bone without contrast (procedure)	magnetresonanstomografi av bäckenben utan kontrast
16339401000119102	Magnetic resonance spectroscopy of brain without contrast (procedure)	MR-spektroskopi av hjärnan utan kontrast
16335961000119107	Computed tomography of elbow without contrast (procedure)	datortomografi av armbåge utan kontrast
16335031000119103	High resolution computed tomography of chest without contrast (procedure)	högupplösande datortomografi av bröstkorgen utan kontrast
16334891000119106	Low dose computed tomography of chest without contrast (procedure)	lågdosdatortomografi av bröstkorgen utan kontrast
16334791000119101	Computed tomography of sternum without contrast (procedure)	datortomografi av bröstbenet utan kontrast
16334661000119100	Magnetic resonance imaging of sternum without contrast (procedure)	magnetresonanstomografi av bröstbenet utan kontrast
16334561000119101	Magnetic resonance imaging of chest without contrast (procedure)	magnetresonanstomografi av bröstkorgen utan kontrast
16333901000119107	Magnetic resonance venography of neck without contrast (procedure)	MR-flebografi av halsen utan kontrast
16333621000119107	Magnetic resonance angiography of pelvis without contrast (procedure)	MR-angiografi av bäckenet utan kontrast
16333021000119102	Magnetic resonance venography of intracranial veins without contrast (procedure)	MR-flebografi av intrakraniella vener utan kontrast
16332841000119106	Computed tomography angiography of pulmonary artery with contrast (procedure)	DT-angiografi av lungartär med kontrast
16331381000119101	Magnetic resonance imaging of knee joint without contrast (procedure)	magnetresonanstomografi av knäled utan kontrast
16329211000119102	Magnetic resonance imaging of ankle joint without contrast (procedure)	magnetresonanstomografi av fotled utan kontrast
16328021000119109	Magnetic resonance imaging of brain and cervical spinal cord without contrast (procedure)	magnetresonanstomografi av hjärna och cervikal ryggmärg utan kontrast
16327691000119101	Magnetic resonance imaging of brain with contrast (procedure)	magnetresonanstomografi av hjärnan med kontrast
16326461000119108	Computed tomography angiography of chest and abdomen (procedure)	DT-angiografi av bröstkorg och buk
16324971000119102	Magnetic resonance imaging of face and orbit without contrast (procedure)	magnetresonanstomografi av ansikte och orbita utan kontrast
16324921000119103	Magnetic resonance imaging of face and orbit with contrast (procedure)	magnetresonanstomografi av ansikte och orbita med kontrast
16324841000119100	Magnetic resonance imaging of face without contrast (procedure)	magnetresonanstomografi av ansiktet utan kontrast
16324631000119105	Computed tomography of mandible without contrast (procedure)	datortomografi av underkäken utan kontrast
16323751000119105	Computed tomography of sella turcica without contrast (procedure)	datortomografi av sella turcica utan kontrast
16323611000119102	Magnetic resonance imaging of orbit, face and neck without contrast (procedure)	magnetresonanstomografi av orbita, ansikte och hals utan kontrast
16321761000119108	Magnetic resonance angiography of neck without contrast (procedure)	MR-angiografi av halsen utan kontrast
16321631000119108	Computed tomography angiography of neck and chest and abdomen (procedure)	DT-angiografi av nacke, bröstkorg och buk
16321411000119100	Magnetic resonance imaging of nasopharynx without contrast (procedure)	magnetresonanstomografi av nasofarynx utan kontrast
588111000119108	Computed tomography myelogram of thoracic spine with lumbar injection of contrast (procedure)	DT-myelografi av bröstryggraden med lumbal injektion av kontrastmedel
582101000119108	Computed tomography angiography of head (procedure)	DT-angiografi av huvudet
572701000119102	Mammography of left breast (procedure)	mammografi av vänster bröst
572091000119106	Computed tomography of lumbar spine without contrast (procedure)	datortomografi av ländryggraden utan kontrast
572081000119108	Computed tomography of thoracic spine without contrast (procedure)	datortomografi av bröstryggraden utan kontrast
572061000119104	Computed tomography of cervical spine without contrast (procedure)	datortomografi av halsryggraden utan kontrast
572021000119109	Computed tomography of maxillofacial area without contrast (procedure)	datortomografi av maxillofacialt område utan kontrast
571921000119104	Single photon emission computed tomography of liver (procedure)	SPECT av levern
571891000119109	Magnetic resonance imaging of cervical spine without contrast (procedure)	magnetresonanstomografi av halsryggraden utan kontrast
566571000119105	Mammography of right breast (procedure)	mammografi av höger bröst
566341000119106	Computed tomography of ankle without contrast (procedure)	datortomografi av fotled utan kontrast
566321000119100	Computed tomography of foot without contrast (procedure)	datortomografi av fot utan kontrast
527231000119104	Computed tomography of temporal bone without contrast (procedure)	datortomografi av tinningben utan kontrast
504981000119108	Computed tomography of heart without contrast with calcium scoring (procedure)	datortomografi av hjärtat utan kontrast för att upptäcka kalkinlagringar
503891000119102	Needle biopsy of lymph node using fluoroscopic guidance (procedure)	nålbiopsi från lymfknuta under röntgengenomlysning
502021000119101	Injection of hip joint using fluoroscopic guidance (procedure)	injektion i höftled under röntgengenomlysning
495741000119105	Magnetic resonance imaging of cervical, thoracic, and lumbar spine with contrast (procedure)	magnetresonanstomografi av hals-, bröst- och ländryggrad med kontrast
495661000119101	Magnetic resonance imaging of bilateral hip joints with contrast (procedure)	magnetresonanstomografi av båda höfterna med kontrast
495651000119103	Magnetic resonance imaging of sacroiliac joints without contrast (procedure)	magnetresonanstomografi av sakroiliakaleder utan kontrast
492991000119105	Computed tomography of posterior fossa without contrast (procedure)	datortomografi av bakre skallgropen utan kontrast
492661000119109	Computed tomography of sternoclavicular joint without contrast (procedure)	datortomografi av sternoklavikularled utan kontrast
491141000119108	Plain X-ray of excised tissue of right breast (procedure)	slätröntgen av exciderat vävnadsprov från höger bröst
491131000119104	Plain X-ray of excised tissue specimen of left breast (procedure)	slätröntgen av exciderat vävnadsprov från vänster bröst
489811000119100	Magnetic resonance angiography of head and brain without contrast (procedure)	MR-angiografi av huvud och hjärna utan kontast
489801000119103	Magnetic resonance imaging of brain without contrast (procedure)	magnetresonanstomografi av hjärnan utan kontrast
486261000119109	Plain x-ray of chest posteroanterior view (procedure)	slätröntgen av bröstkorgen i posteroanterior vy
480621000119104	Positron emission tomography with computed tomography of whole body (procedure)	helkroppsundersökning med positronemissionstomografi och datortomografi
480571000119102	Doppler ultrasound velocimetry of umbilical artery of fetus (procedure)	hastighetsmätning i navelsträng hos foster med dopplerultraljudsundersökning
438281000119106	Magnetic resonance imaging of posterior fossa without contrast (procedure)	magnetresonanstomografi av bakre skallgropen utan kontrast
437751000119106	Magnetic resonance imaging of hand joint without contrast (procedure)	magnetresonanstomografi av led i hand utan kontrast
437731000119100	Magnetic resonance angiography of head without contrast (procedure)	MR-angiografi av huvudet utan kontrast
427171000119101	Aspiration of cyst of right breast using ultrasonographic guidance (procedure)	ultraljudsvägledd aspiration från cysta i höger bröst
427161000119107	Aspiration of cyst of left breast using ultrasonographic guidance (procedure)	ultraljudsvägledd aspiration från cysta i vänster bröst
427101000119106	Computed tomography of chest and abdomen without contrast (procedure)	datortomografi av bröstkorg och buk utan kontrast
427061000119108	Magnetic resonance imaging of right breast without contrast (procedure)	magnetresonanstomografi av höger bröst utan kontrast
427041000119109	Magnetic resonance imaging of left breast without contrast (procedure)	magnetresonanstomografi av vänster bröst utan kontrast
427031000119100	Magnetic resonance imaging of bilateral breasts with contrast (procedure)	magnetresonanstomografi av båda brösten med kontrast
427021000119103	Magnetic resonance imaging of bilateral breasts without contrast (procedure)	magnetresonanstomografi av båda brösten utan kontrast
426701000119108	Ultrasonography of abdomen, right upper quadrant and epigastrium (procedure)	ultraljudsundersökning av buk, höger övre kvadrant och epigastrium
426101000119109	Computed tomography of adrenal gland without contrast (procedure)	datortomografi av binjure utan kontrast
422851000119101	Two dimensional echocardiography of fetus (procedure)	tvådimensionell ekokardiografi av foster
421751000119100	Dual energy X-ray absorptiometry of axial and appendicular skeleton (procedure)	DXA-skanning av axialt och appendikulärt skelett
414301000119107	Defecography with barium enema (procedure)	defekografi med bariumlavemang
414181000119101	Percutaneous needle biopsy of thyroid using computed tomography guidance (procedure)	DT-vägledd perkutan nålbiopsi från sköldkörteln
414151000119108	Magnetic resonance angiography of chest, abdomen and pelvis without contrast (procedure)	MR-angiografi av bröstkorg, buk och bäcken utan kontrast
414131000119102	Magnetic resonance angiography of abdomen and pelvis without contrast (procedure)	MR-angiografi av buk och bäcken utan kontrast
414121000119100	Magnetic resonance imaging of abdomen and pelvis without contrast (procedure)	magnetresonanstomografi av buk och bäcken utan kontrast
413921000119104	Magnetic resonance imaging of scapula without contrast (procedure)	magnetresonanstomografi av skulderblad utan kontrast
413841000119101	Dual energy X-ray absorptiometry of hip and spine (procedure)	DXA-skanning av höft och ryggrad
413441000119104	Single photon emission computed tomography using technetium Tc^99m^ sestamibi for localization of neoplasm (procedure)	SPECT med teknetium(^99m^Tc) sestamibi för lokalisering av tumör
413431000119108	Single photon emission computed tomography using octreotide for localization of neoplasm (procedure)	SPECT med oktreotid för lokalisering av tumör
413371000119104	Single photon emission computed tomography using gallium for localization of neoplasm (procedure)	SPECT med gallium för lokalisering av tumör
413001000119107	Magnetic resonance imaging of cervical and lumbar spine without contrast (procedure)	magnetresonanstomografi av hals- och ländryggrad utan kontrast
412541000119105	Computed tomography of internal auditory structure without contrast (procedure)	datortomografi av inre hörselstruktur utan kontrast
412461000119108	Magnetic resonance imaging of pituitary fossa without contrast (procedure)	magnetresonanstomografi av fossa hypophysialis utan kontrast
412361000119103	Cervical esophagram (procedure)	undersökning av cervikala esofagus
411981000119101	Fluoroscopic venography of bilateral extremities (procedure)	flebografi av extremitet bilateralt
411911000119107	Magnetic resonance imaging of brain and facial bones without contrast (procedure)	magnetresonanstomografi av hjärna och ansiktsben utan kontrast
411661000119104	Computed tomography of neck, chest, abdomen and pelvis without contrast (procedure)	datortomografi av hals, bröstkorg, buk och bäcken utan kontrast
411611000119102	Magnetic resonance imaging of cervical, thoracic, and lumbar spine without contrast (procedure)	magnetresonanstomografi av hals-, bröst- och ländryggrad utan kontrast
411571000119106	Magnetic resonance imaging of thoracic spine and lumbar spine without contrast (procedure)	magnetresonanstomografi av bröst- och ländryggrad utan kontrast
411311000119108	Computed tomography of sacrum and coccyx without contrast (procedure)	datortomografi av sakrum och koccyx utan kontrast
411301000119105	Magnetic resonance imaging of brain and internal auditory canal without contrast (procedure)	magnetresonanstomografi av hjärna och inre hörselgång utan kontrast
411291000119109	Computed tomography of temporomandibular joint without contrast (procedure)	datortomografi av käkled utan kontrast
411251000119104	Computed tomography angiography of chest with contrast (procedure)	DT-angiografi av bröstkorgen med kontrast
411151000119106	Magnetic resonance imaging of orbit, face and neck with contrast (procedure)	magnetresonanstomografi av orbita, ansikte och hals med kontrast
411011000119106	Computed tomography of abdominal organs, kidney, ureter and bladder without contrast (procedure)	datortomografi av bukorgan, njurar, uretärer och blåsa utan kontrast
410371000119105	Computed tomography of right femur with contrast (procedure)	datortomografi av höger femur med kontrast
410361000119104	Computed tomography of left femur with contrast (procedure)	datortomografi av vänster femur med kontrast
410351000119101	Computed tomography of right foot with contrast (procedure)	datortomografi av höger fot med kontrast
410341000119103	Computed tomography of left foot with contrast (procedure)	datortomografi av vänster fot med kontrast
410331000119107	Computed tomography of right knee with contrast (procedure)	datortomografi av höger knä med kontrast
410321000119109	Computed tomography of left knee with contrast (procedure)	datortomografi av vänster knä med kontrast
